page_id,form_id,typetext_id,value,deleted,done
2a8bd070,0,5,ヤマダタロウ{{姓名_カタカナ}},False,True
2a8bd070,0,6,1{{番号}},False,True
2a8bd070,0,7,昭和450101{{昭和年月日}},False,True
2acdb2a8,1,0,1{{番号}},False,True
2acdb2a8,1,1,1{{番号}},False,True
2acdb2a8,1,2,1{{番号}},False,True
2acdb2a8,1,3,1{{番号}},False,True
2acdb2a8,1,4,1{{番号}},False,True
2acdb2a8,1,5,テスト{{会社}},False,True
2acdb2a8,1,6,やまだたろう{{姓名}},False,True
2acdb2a8,1,7,ヤマダタロウ{{姓名_カタカナ}},False,True
2acdb2a8,1,8,test@example.com{{メールアドレス}},False,True
2acdb2a8,1,9,千代田区１−１−１{{区市町村番地}},False,True
2acdb2a8,1,10,テスト{{会社}},False,True
2acdb2a8,1,11,テスト{{部署}},False,True
2acdb2a8,1,12,テスト{{役職}},False,True
2b2f3a8a,0,0,テスト{{会社}},False,True
2b2f3a8a,0,1,やまだたろう{{姓名}},False,True
2b2f3a8a,0,2,0300000000{{固定電話番号}},False,True
2b2f3a8a,0,3,0300000000{{固定電話番号}},False,True
2b2f3a8a,0,4,,True,True
2b5baa94,0,0,,True,True
2b8fb821,0,0,やまだたろう{{姓名}},False,True
2b8fb821,0,1,やまだたろう{{姓名}},False,True
2b8fb821,0,2,100{{郵便番号_上3桁}},False,True
2b8fb821,0,3,0000{{郵便番号_下4桁}},False,True
2b8fb821,0,4,千代田区１−１−１{{区市町村番地}},False,True
2b8fb821,0,5,03{{固定電話番号_上2桁}},False,True
2b8fb821,0,6,0000{{電話番号_中4桁}},False,True
2b8fb821,0,7,0000{{電話番号_下4桁}},False,True
2b8fb821,0,8,03{{固定電話番号_上2桁}},False,True
2b8fb821,0,9,0000{{電話番号_中4桁}},False,True
2b8fb821,0,10,0000{{電話番号_下4桁}},False,True
2b8fb821,0,11,test@example.com{{メールアドレス}},False,True
2b8fb821,0,12,test@example.com{{メールアドレス}},False,True
2bbb481e,1,0,やまだ{{姓}},False,True
2bbb481e,1,1,たろう{{名}},False,True
2bbb481e,1,2,ヤマダ{{姓_カタカナ}},False,True
2bbb481e,1,3,タロウ{{名_カタカナ}},False,True
2bbb481e,1,4,45{{年_昭和}},False,True
2bbb481e,1,5,100{{郵便番号_上3桁}},False,True
2bbb481e,1,6,0000{{郵便番号_下4桁}},False,True
2bbb481e,1,7,千代田区{{区市町村}},False,True
2bbb481e,1,8,1-1-1{{番地_半角}},False,True
2bbb481e,1,9,テスト{{建物}},False,True
2bbb481e,1,10,テスト{{任意}},False,True
2bbb481e,1,11,テスト{{任意}},False,True
2bbb481e,1,12,1{{分}},False,True
2bbb481e,1,13,03{{固定電話番号_上2桁}},False,True
2bbb481e,1,14,0000{{電話番号_中4桁}},False,True
2bbb481e,1,15,0000{{電話番号_下4桁}},False,True
2bbb481e,1,16,090{{携帯電話番号_上3桁}},False,True
2bbb481e,1,17,0000{{電話番号_中4桁}},False,True
2bbb481e,1,18,0000{{電話番号_下4桁}},False,True
2bbb481e,1,19,テスト{{任意}},False,True
2bbb481e,1,20,test@example.com{{メールアドレス}},False,True
2bbb481e,1,21,test@example.com{{メールアドレス}},False,True
2bc034b4,0,0,やまだたろう{{姓名}},False,True
2bc034b4,0,1,test@example.com{{メールアドレス}},False,True
2bc034b4,0,2,テスト{{任意}},False,True
2cc07de6,0,0,テスト{{任意}},False,True
2d5f16b4,0,0,1{{番号}},False,True
2d5f16b4,0,1,1{{番号}},False,True
2d5f16b4,0,2,1{{番号}},False,True
2d5f16b4,0,3,1234567890{{10桁数字}},False,True
2d5f16b4,0,4,テスト{{会社}},False,True
2d5f16b4,0,5,やまだ{{姓}},False,True
2d5f16b4,0,6,たろう{{名}},False,True
2d5f16b4,0,7,ヤマダ{{姓_カタカナ}},False,True
2d5f16b4,0,8,タロウ{{名_カタカナ}},False,True
2d5f16b4,0,9,100{{郵便番号_上3桁}},False,True
2d5f16b4,0,10,0000{{郵便番号_下4桁}},False,True
2d5f16b4,0,11,千代田区{{区市町村}},False,True
2d5f16b4,0,12,１−１−１{{番地}},False,True
2d5f16b4,0,13,03{{固定電話番号_上2桁}},False,True
2d5f16b4,0,14,0000{{電話番号_中4桁}},False,True
2d5f16b4,0,15,0000{{電話番号_下4桁}},False,True
2d5f16b4,0,16,test@example.com{{メールアドレス}},False,True
2d5f16b4,0,17,test@example.com{{メールアドレス}},False,True
2d737956,0,0,,True,True
2d737956,1,0,やまだたろう{{姓名}},False,True
2d737956,1,1,test@example.com{{メールアドレス}},False,True
2d737956,1,2,test@example.com{{メールアドレス}},False,True
2da04a2b,0,0,テスト{{任意}},False,True
2df638e9,0,0,やまだ{{姓}},False,True
2df638e9,0,1,たろう{{名}},False,True
2df638e9,0,2,ヤマダ{{姓_カタカナ}},False,True
2df638e9,0,3,タロウ{{名_カタカナ}},False,True
2df638e9,0,4,千代田区{{区市町村}},False,True
2df638e9,0,5,１−１−１{{番地}},False,True
2df638e9,0,6,テスト{{建物}},False,True
2e7a3004,0,0,1{{本}},False,True
2e7a3004,0,1,1970/01/01{{年月日_スラッシュあり}},False,True
2e7a3004,0,2,1970{{年_西暦}},False,True
2e7a3004,0,3,1970/01/01{{年月日_スラッシュあり}},False,True
2e7a3004,0,4,テスト{{会社}},False,True
2e7a3004,0,5,テスト{{会社_カタカナ}},False,True
2e7a3004,0,6,テスト{{部署}},False,True
2e7a3004,0,7,テスト{{役職}},False,True
2e7a3004,0,8,test@example.com{{メールアドレス}},False,True
2e7a3004,0,9,test@example.com{{メールアドレス}},False,True
2e7a3004,0,10,やまだたろう{{姓名}},False,True
2e7a3004,0,11,ヤマダタロウ{{姓名_カタカナ}},False,True
2e7a3004,0,12,100-0000{{郵便番号_ハイフンあり}},False,True
2e7a3004,0,13,千代田区{{区市町村}},False,True
2e7a3004,0,14,１−１−１{{番地}},False,True
2e7a3004,0,15,テスト{{建物}},False,True
2e7a3004,0,16,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
2eda8548,0,0,やまだ{{姓}},False,True
2eda8548,0,1,たろう{{名}},False,True
2eda8548,0,2,test@example.com{{メールアドレス}},False,True
2eda8548,0,3,0300000000{{固定電話番号}},False,True
2f034230,0,0,やまだたろう{{姓名}},False,True
2f034230,0,1,,True,True
2f034230,0,2,,True,True
2f034230,0,3,,True,True
2f034230,0,4,1000000{{郵便番号}},False,True
2f034230,0,5,千代田区１−１−１{{区市町村番地}},False,True
2f034230,0,6,テスト{{建物}},False,True
2f034230,0,7,,True,True
2f18bffc,1,0,やまだ{{姓}},False,True
2f18bffc,1,1,たろう{{名}},False,True
2f18bffc,1,2,やまだ{{姓}},False,True
2f18bffc,1,3,たろう{{名}},False,True
2f18bffc,1,4,0300000000{{固定電話番号}},False,True
2f18bffc,1,5,test@example.com{{メールアドレス}},False,True
2f846760,0,0,やまだたろう{{姓名}},False,True
2f846760,0,1,ヤマダタロウ{{姓名_カタカナ}},False,True
2f846760,0,2,テスト{{任意}},False,True
2f846760,0,3,0300000000{{固定電話番号}},False,True
2f846760,0,4,test@example.com{{メールアドレス}},False,True
2fa925e2,0,0,やまだ{{姓}},False,True
2fa925e2,0,1,たろう{{名}},False,True
2fa925e2,0,2,ヤマダ{{姓_カタカナ}},False,True
2fa925e2,0,3,タロウ{{名_カタカナ}},False,True
2fa925e2,0,4,09000000000{{携帯電話番号}},False,True
2fa925e2,0,5,0300000000{{固定電話番号}},False,True
2fa925e2,0,6,100{{郵便番号_上3桁}},False,True
2fa925e2,0,7,0000{{郵便番号_下4桁}},False,True
2fa925e2,0,8,千代田区{{区市町村}},False,True
2fa925e2,0,9,１−１−１{{番地}},False,True
2fa925e2,0,10,テスト{{建物}},False,True
2fa925e2,0,11,test@example.com{{メールアドレス}},False,True
2fa925e2,0,12,test@example.com{{メールアドレス}},False,True
2fa925e2,0,13,テスト{{銀行}},False,True
2fa925e2,0,14,テスト{{支店}},False,True
2fa925e2,0,15,1{{番号}},False,True
2fa925e2,0,16,ヤマダタロウ{{姓名_カタカナ}},False,True
300c11e2,0,0,やまだ{{姓}},False,True
300c11e2,0,1,たろう{{名}},False,True
300c11e2,0,2,やまだ{{姓}},False,True
300c11e2,0,3,たろう{{名}},False,True
300c11e2,0,4,100{{郵便番号_上3桁}},False,True
300c11e2,0,5,0000{{郵便番号_下4桁}},False,True
300c11e2,0,6,千代田区{{区市町村}},False,True
300c11e2,0,7,１−１−１{{番地}},False,True
300c11e2,0,8,test@example.com{{メールアドレス}},False,True
300c11e2,0,9,test@example.com{{メールアドレス}},False,True
300c11e2,0,10,0300000000{{固定電話番号}},False,True
300c11e2,0,11,1{{番号}},False,True
300c11e2,0,12,1{{番号}},False,True
300c11e2,0,13,テスト{{任意}},False,True
300fd3a6,1,0,やまだたろう{{姓名}},False,True
300fd3a6,1,1,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
300fd3a6,1,2,0300000000{{固定電話番号}},False,True
300fd3a6,1,3,test@example.com{{メールアドレス}},False,True
300fd3a6,1,4,1{{円}},False,True
300fd3a6,1,5,1970年1月1日{{年月日_年月日あり}},False,True
3037ecf0,0,0,テスト{{任意}},False,True
3037ecf0,0,1,やまだたろう{{姓名}},False,True
3037ecf0,0,2,やまだたろう{{姓名}},False,True
3037ecf0,1,0,テスト{{任意}},False,True
305b8ec2,0,0,テスト{{任意}},False,True
305b8ec2,0,1,1{{番号}},False,True
305b8ec2,0,2,1970.1.1{{年月日_ドットあり}},False,True
305b8ec2,0,3,テスト{{会社}},False,True
305b8ec2,0,4,テスト{{業種}},False,True
305b8ec2,0,5,テスト{{会社}},False,True
305b8ec2,0,6,やまだたろう{{姓名}},False,True
305b8ec2,0,7,ヤマダタロウ{{姓名_カタカナ}},False,True
305b8ec2,0,8,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
305b8ec2,0,9,テスト{{部署}},False,True
305b8ec2,0,10,テスト{{役職}},False,True
319ab896,0,0,テスト{{任意}},False,True
319ab896,1,0,やまだたろう{{姓名}},False,True
319ab896,1,1,ヤマダタロウ{{姓名_カタカナ}},False,True
319ab896,1,2,1000000{{郵便番号}},False,True
319ab896,1,3,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
320265e5,0,0,やまだたろう{{姓名}},False,True
3236d8bc,0,0,やまだたろう{{姓名}},False,True
3236d8bc,0,1,やまだたろう{{姓名}},False,True
3236d8bc,0,2,test@example.com{{メールアドレス}},False,True
3236d8bc,0,3,0300000000{{固定電話番号}},False,True
3236d8bc,0,4,1000000{{郵便番号}},False,True
3236d8bc,0,5,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
324190ad,1,0,テスト{{任意}},False,True
324190ad,2,0,やまだたろう{{姓名}},False,True
324190ad,2,1,test@example.com{{メールアドレス}},False,True
324190ad,2,2,test@example.com{{メールアドレス}},False,True
324190ad,2,3,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
325a3179,1,0,テスト{{任意}},False,True
325a3179,2,0,,True,True
325a3179,2,1,テスト{{会社}},False,True
325a3179,2,2,テスト{{部署}},False,True
325a3179,2,3,やまだ{{姓}},False,True
325a3179,2,4,たろう{{名}},False,True
325a3179,2,5,0300000000{{固定電話番号}},False,True
325a3179,2,6,1000000{{郵便番号}},False,True
325a3179,2,7,東京都{{都道府県}},False,True
325a3179,2,8,千代田区１−１−１{{区市町村番地}},False,True
325a3179,2,9,test@example.com{{メールアドレス}},False,True
331b21b1,0,0,テスト{{任意}},False,True
33c4acbf,0,0,,True,True
33c4f4b1,1,0,,True,True
342ab35e,0,0,やまだ{{姓}},False,True
342ab35e,0,1,たろう{{名}},False,True
342ab35e,0,2,ヤマダ{{姓_カタカナ}},False,True
342ab35e,0,3,タロウ{{名_カタカナ}},False,True
342ab35e,0,4,1000000{{郵便番号}},False,True
342ab35e,0,5,千代田区{{区市町村}},False,True
342ab35e,0,6,１−１−１{{番地}},False,True
342ab35e,0,7,1970-01-01{{年月日_ハイフンあり}},False,True
343747c3,4,0,やまだ{{姓}},False,True
343747c3,4,1,たろう{{名}},False,True
343747c3,4,2,ヤマダ{{姓_カタカナ}},False,True
343747c3,4,3,タロウ{{名_カタカナ}},False,True
343747c3,4,4,千代田区{{区市町村}},False,True
343747c3,4,5,１−１−１{{番地}},False,True
343747c3,4,6,テスト{{会社}},False,True
343747c3,4,7,テスト{{部署}},False,True
354f0672,0,0,テスト{{任意}},False,True
354f0672,1,0,テスト{{会社}},False,True
354f0672,1,1,テスト{{部署}},False,True
354f0672,1,2,やまだ{{姓}},False,True
354f0672,1,3,たろう{{名}},False,True
354f0672,1,4,ヤマダ{{姓_カタカナ}},False,True
354f0672,1,5,タロウ{{名_カタカナ}},False,True
354f0672,1,6,テスト{{役職}},False,True
354f0672,1,7,1000000{{郵便番号}},False,True
354f0672,1,8,千代田区{{区市町村}},False,True
354f0672,1,9,１−１−１{{番地}},False,True
354f0672,1,10,03{{固定電話番号_上2桁}},False,True
354f0672,1,11,0000{{電話番号_中4桁}},False,True
354f0672,1,12,0000{{電話番号_下4桁}},False,True
354f0672,1,13,03{{固定電話番号_上2桁}},False,True
354f0672,1,14,0000{{電話番号_中4桁}},False,True
354f0672,1,15,0000{{電話番号_下4桁}},False,True
354f0672,1,16,test@example.com{{メールアドレス}},False,True
354f0672,1,17,test@example.com{{メールアドレス}},False,True
354f0672,1,18,テスト{{会社}},False,True
354f0672,1,19,テスト{{任意}},False,True
354f0672,1,20,1{{バージョン}},False,True
354f0672,1,21,testuid{{ID}},False,True
3555a725,0,0,テスト{{会社}},False,True
3555a725,0,1,ヤマダタロウ{{姓名_カタカナ}},False,True
3555a725,0,2,やまだたろう{{姓名}},False,True
3555a725,0,3,ヤマダタロウ{{姓名_カタカナ}},False,True
3555a725,0,4,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
3555a725,0,5,テスト{{任意}},False,True
35fc24fb,0,0,テスト{{会社}},False,True
35fc24fb,0,1,100{{郵便番号_上3桁}},False,True
35fc24fb,0,2,0000{{郵便番号_下4桁}},False,True
35fc24fb,0,3,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
35fc24fb,0,4,やまだたろう{{姓名}},False,True
35fc24fb,0,5,1970{{年_西暦}},False,True
35fc24fb,0,6,1{{月}},False,True
35fc24fb,0,7,テスト{{部署}},False,True
35fc24fb,0,8,やまだたろう{{姓名}},False,True
35fc24fb,0,9,ヤマダタロウ{{姓名_カタカナ}},False,True
35fc24fb,0,10,testpwd{{パスワード}},False,True
35fc24fb,0,11,テスト{{大学}},False,True
35fc24fb,0,12,テスト{{会社}},False,True
35fc24fb,0,13,テスト{{会社}},False,True
35fc24fb,0,14,テスト{{会社}},False,True
35fc24fb,0,15,テスト{{会社}},False,True
3617e42c,0,0,やまだたろう{{姓名}},False,True
3617e42c,0,1,0300000000{{固定電話番号}},False,True
3617e42c,0,2,test@example.com{{メールアドレス}},False,True
3646386e,0,0,1{{番号}},False,True
3646386e,0,1,テスト{{会社_カタカナ}},False,True
3646386e,0,2,テスト{{会社}},False,True
3646386e,0,3,テスト{{部署}},False,True
3646386e,0,4,ヤマダタロウ{{姓名_カタカナ}},False,True
3646386e,0,5,やまだたろう{{姓名}},False,True
3646386e,0,6,1970{{年_西暦}},False,True
3646386e,0,7,1{{月}},False,True
3646386e,0,8,1{{日}},False,True
3646386e,0,9,100{{郵便番号_上3桁}},False,True
3646386e,0,10,0000{{郵便番号_下4桁}},False,True
3646386e,0,11,千代田区１−１−１{{区市町村番地}},False,True
3646386e,0,12,テスト{{建物}},False,True
3646386e,0,13,03{{固定電話番号_上2桁}},False,True
3646386e,0,14,0000{{電話番号_中4桁}},False,True
3646386e,0,15,0000{{電話番号_下4桁}},False,True
3646386e,0,16,03{{固定電話番号_上2桁}},False,True
3646386e,0,17,0000{{電話番号_中4桁}},False,True
3646386e,0,18,0000{{電話番号_下4桁}},False,True
3646386e,0,19,1970{{年_西暦}},False,True
3646386e,0,20,1{{月}},False,True
3646386e,0,21,1{{日}},False,True
3646386e,0,22,test@example.com{{メールアドレス}},False,True
3646386e,0,23,test@example.com{{メールアドレス}},False,True
3646386e,0,24,テスト{{任意}},False,True
3646386e,0,25,テスト{{任意}},False,True
3646386e,0,26,テスト{{任意}},False,True
3646386e,0,27,テスト{{会社}},False,True
3646386e,0,28,テスト{{会社}},False,True
36a44651,0,0,,True,True
36a44651,0,1,,True,True
36a44651,0,2,,True,True
36a44651,0,3,やまだたろう{{姓名}},False,True
36a44651,0,4,test@example.com{{メールアドレス}},False,True
36a44651,0,5,test@example.com{{メールアドレス}},False,True
36a44651,0,6,テスト{{任意}},False,True
36b55a6d,1,0,テスト{{会社}},False,True
36b55a6d,1,1,やまだたろう{{姓名}},False,True
36b55a6d,1,2,テスト{{部署}},False,True
36b55a6d,1,3,やまだたろう{{姓名}},False,True
36b55a6d,1,4,やまだたろう{{姓名}},False,True
36b55a6d,1,5,100-0000{{郵便番号_ハイフンあり}},False,True
36b55a6d,1,6,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
36b55a6d,1,7,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
36b55a6d,1,8,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
36b55a6d,1,9,test@example.com{{メールアドレス}},False,True
372027e8,2,0,やまだたろう{{姓名}},False,True
372027e8,2,1,test@example.com{{メールアドレス}},False,True
372027e8,2,2,03{{固定電話番号_上2桁}},False,True
372027e8,2,3,0000{{電話番号_中4桁}},False,True
372027e8,2,4,0000{{電話番号_下4桁}},False,True
372027e8,2,5,1{{番号}},False,True
372027e8,2,6,1{{番号}},False,True
372027e8,2,7,テスト{{会社}},False,True
372027e8,2,8,テスト{{任意}},False,True
375b4d68,0,0,,True,True
375b4d68,2,0,,True,True
3773183f,2,0,テスト{{任意}},False,True
3773183f,2,1,,True,True
37a09832,0,0,テスト{{任意}},False,True
38583ccf,0,0,やまだたろう{{姓名}},False,True
38583ccf,0,1,やまだたろう{{姓名}},False,True
38583ccf,0,2,1970/01/01{{年月日_スラッシュあり}},False,True
38583ccf,0,3,03{{固定電話番号_上2桁}},False,True
38583ccf,0,4,0000{{電話番号_中4桁}},False,True
38583ccf,0,5,0000{{電話番号_下4桁}},False,True
38583ccf,0,6,100{{郵便番号_上3桁}},False,True
38583ccf,0,7,0000{{郵便番号_下4桁}},False,True
38583ccf,0,8,千代田区１−１−１{{区市町村番地}},False,True
3858ad05,1,0,やまだたろう{{姓名}},False,True
3858ad05,1,1,ヤマダタロウ{{姓名_カタカナ}},False,True
3858ad05,1,2,30{{年数}},False,True
3858ad05,1,3,0300000000{{固定電話番号}},False,True
3858ad05,1,4,test@example.com{{メールアドレス}},False,True
3858ad05,1,5,テスト{{任意}},False,True
3858ad05,1,6,テスト{{任意}},False,True
3858ad05,1,7,テスト{{任意}},False,True
38957475,0,0,やまだたろう{{姓名}},False,True
38957475,0,1,やまだたろう{{姓名}},False,True
38957475,0,2,test@example.com{{メールアドレス}},False,True
38957475,0,3,test@example.com{{メールアドレス}},False,True
38957475,0,4,テスト{{任意}},False,True
38dfcebb,0,0,やまだたろう{{姓名}},False,True
38e3a011,0,0,やまだ{{姓}},False,True
38e3a011,0,1,たろう{{名}},False,True
38e3a011,0,2,ヤマダ{{姓_カタカナ}},False,True
38e3a011,0,3,タロウ{{名_カタカナ}},False,True
38e3a011,0,4,03{{固定電話番号_上2桁}},False,True
38e3a011,0,5,0000{{電話番号_中4桁}},False,True
38e3a011,0,6,0000{{電話番号_下4桁}},False,True
38f0f60b,0,0,やまだ{{姓}},False,True
38f0f60b,0,1,たろう{{名}},False,True
38f0f60b,0,2,ヤマダタロウ{{姓名_カタカナ}},False,True
38f0f60b,0,3,東京都千代田区{{都道府県_区市町村}},False,True
38f0f60b,0,4,１−１−１{{番地}},False,True
38f0f60b,0,5,テスト{{建物}},False,True
39461a33,2,0,やまだ{{姓}},False,True
39461a33,2,1,たろう{{名}},False,True
39461a33,2,2,ヤマダ{{姓_カタカナ}},False,True
39461a33,2,3,タロウ{{名_カタカナ}},False,True
39461a33,2,4,1{{番号}},False,True
39461a33,2,5,テスト{{会社}},False,True
39461a33,2,6,テスト{{任意}},False,True
39461a33,2,7,0300000000{{固定電話番号}},False,True
39461a33,2,8,test@example.com{{メールアドレス}},False,True
39461a33,2,9,1000000{{郵便番号}},False,True
39461a33,2,10,千代田区{{区市町村}},False,True
39461a33,2,11,１−１−１{{番地}},False,True
39461a33,2,12,テスト{{建物}},False,True
39461a33,2,13,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
3a3d27b9,3,0,1970/01/01{{年月日_スラッシュあり}},False,True
3a3d27b9,3,1,テスト{{会社}},False,True
3a3d27b9,3,2,やまだたろう{{姓名}},False,True
3a3d27b9,3,3,ヤマダタロウ{{姓名_カタカナ}},False,True
3a3d27b9,3,4,テスト{{会社}},False,True
3a3d27b9,3,5,1000000{{郵便番号}},False,True
3a3d27b9,3,6,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
3a3d27b9,3,7,1{{番号}},False,True
3a51201d,2,0,テスト{{任意}},False,True
3ad86acc,1,0,テスト{{任意}},False,True
3ad86acc,1,1,テスト{{任意}},False,True
3ad86acc,1,2,1{{人}},False,True
3ad86acc,1,3,テスト{{任意}},False,True
3ad86acc,1,4,やまだたろう{{姓名}},False,True
3ad86acc,1,5,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
3ad86acc,1,6,テスト{{会社}},False,True
3ad86acc,1,7,test@example.com{{メールアドレス}},False,True
3ad86acc,1,8,1{{回}},False,True
3b0649c9,0,0,test@example.com{{メールアドレス}},False,True
3b0649c9,0,1,test@example.com{{メールアドレス}},False,True
3b9764c3,0,0,test{{メールアドレス_@の前}},False,True
3b9764c3,0,1,example.com{{メールアドレス_@の後}},False,True
3b9764c3,0,2,やまだたろう{{姓名}},False,True
3b9764c3,0,3,やまだたろう{{姓名}},False,True
3b9764c3,0,4,1000000{{郵便番号}},False,True
3b9764c3,0,5,千代田区{{区市町村}},False,True
3b9764c3,0,6,１−１−１{{番地}},False,True
3b9764c3,0,7,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
3b9764c3,0,8,1{{番号}},False,True
3c8997e0,0,0,テスト{{任意}},False,True
3e9edf8f,0,0,test@example.com{{メールアドレス}},False,True
3e9edf8f,0,1,やまだ{{姓}},False,True
3e9edf8f,0,2,たろう{{名}},False,True
3e9edf8f,0,3,テスト{{会社}},False,True
3eed2731,1,0,テスト{{会社}},False,True
3eed2731,1,1,テスト{{会社_カタカナ}},False,True
3eed2731,1,2,テスト{{部署}},False,True
3eed2731,1,3,テスト{{役職}},False,True
3eed2731,1,4,やまだたろう{{姓名}},False,True
3eed2731,1,5,ヤマダタロウ{{姓名_カタカナ}},False,True
3eed2731,1,6,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
3eed2731,1,7,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
3eed2731,1,8,03{{固定電話番号_上2桁}},False,True
3eed2731,1,9,0000{{電話番号_中4桁}},False,True
3eed2731,1,10,0000{{電話番号_下4桁}},False,True
3eed2731,1,11,03{{固定電話番号_上2桁}},False,True
3eed2731,1,12,0000{{電話番号_中4桁}},False,True
3eed2731,1,13,0000{{電話番号_下4桁}},False,True
3eed2731,1,14,test@example.com{{メールアドレス}},False,True
3f2fb866,0,0,やまだたろう{{姓名}},False,True
3f2fb866,0,1,ヤマダタロウ{{姓名_カタカナ}},False,True
3f2fb866,0,2,1970年1月1日{{年月日_年月日あり}},False,True
3f2fb866,0,3,100-0000{{郵便番号_ハイフンあり}},False,True
3f2fb866,0,4,千代田区{{区市町村}},False,True
3f2fb866,0,5,１−１−１{{番地}},False,True
3f2fb866,0,6,テスト{{任意}},False,True
3f2fb866,0,7,テスト{{任意}},False,True
3f2fb866,0,8,テスト{{任意}},False,True
3f85d8fe,0,0,テスト{{任意}},False,True
40bbedf7,0,0,テスト{{会社}},False,True
40bbedf7,0,1,テスト{{部署}},False,True
40bbedf7,0,2,やまだたろう{{姓名}},False,True
40bbedf7,0,3,やまだたろう{{姓名}},False,True
40bbedf7,0,4,100{{郵便番号_上3桁}},False,True
40bbedf7,0,5,0000{{郵便番号_下4桁}},False,True
40bbedf7,0,6,千代田区{{区市町村}},False,True
40bbedf7,0,7,１−１−１{{番地}},False,True
40bbedf7,0,8,テスト{{建物}},False,True
40bbedf7,0,9,03{{固定電話番号_上2桁}},False,True
40bbedf7,0,10,0000{{電話番号_中4桁}},False,True
40bbedf7,0,11,0000{{電話番号_下4桁}},False,True
40bbedf7,0,12,test@example.com{{メールアドレス}},False,True
41c5800c,0,0,テスト{{任意}},False,True
41c5800c,0,1,やまだたろう{{姓名}},False,True
41c5800c,0,2,やまだたろう{{姓名}},False,True
41c5800c,0,3,test@example.com{{メールアドレス}},False,True
41c5800c,0,4,test@example.com{{メールアドレス}},False,True
41c5800c,0,5,100-0000{{郵便番号_ハイフンあり}},False,True
41c5800c,0,6,東京都千代田区１−１−１{{都道府県_区市町村_番地}},False,True
41c5800c,0,7,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
41c5800c,0,8,03-0000-0000{{固定電話番号_ハイフンあり}},False,True
41c5800c,0,9,テスト{{職業}},False,True
41c5800c,0,10,テスト{{会社}},False,True
41f47adc,1,0,やまだ{{姓}},False,True
41f47adc,1,1,たろう{{名}},False,True
41f47adc,1,2,ヤマダ{{姓_カタカナ}},False,True
41f47adc,1,3,タロウ{{名_カタカナ}},False,True
41f47adc,1,4,1000000{{郵便番号}},False,True
41f47adc,1,5,東京都千代田区{{都道府県_区市町村}},False,True
41f47adc,1,6,0300000000{{固定電話番号}},False,True
41f47adc,1,7,test@example.com{{メールアドレス}},False,True
41f47adc,1,8,test@example.com{{メールアドレス}},False,True
420c2b9c,0,0,やまだたろう{{姓名}},False,True
420c2b9c,0,1,test@example.com{{メールアドレス}},False,True
420c2b9c,0,2,0300000000{{固定電話番号}},False,True
420c2b9c,0,3,テスト{{任意}},False,True
4222d6e1,0,0,テスト{{任意}},False,True
43711898,0,0,1{{番号}},False,True
43711898,0,1,1{{番号}},False,True
43711898,0,2,やまだたろう{{姓名}},False,True
43711898,0,3,ヤマダタロウ{{姓名_カタカナ}},False,True
43711898,0,4,テスト{{部署}},False,True
43711898,0,5,やまだ{{姓}},False,True
43711898,0,6,たろう{{名}},False,True
43711898,0,7,ヤマダ{{姓_カタカナ}},False,True
43711898,0,8,タロウ{{名_カタカナ}},False,True
43711898,0,9,100{{郵便番号_上3桁}},False,True
43711898,0,10,0000{{郵便番号_下4桁}},False,True
43711898,0,11,千代田区１−１−１{{区市町村番地}},False,True
43711898,0,12,テスト{{建物}},False,True
43711898,0,13,03{{固定電話番号_上2桁}},False,True
43711898,0,14,0000{{電話番号_中4桁}},False,True
43711898,0,15,0000{{電話番号_下4桁}},False,True
43711898,0,16,test@example.com{{メールアドレス}},False,True
43711898,0,17,テスト{{業種}},False,True
43711898,0,18,1{{バージョン}},False,True
43cb10bd,0,0,,True,True
444bb360,0,0,やまだたろう{{姓名}},False,True
444bb360,0,1,ヤマダタロウ{{姓名_カタカナ}},False,True
444bb360,0,2,03{{固定電話番号_上2桁}},False,True
444bb360,0,3,0000{{電話番号_中4桁}},False,True
444bb360,0,4,0000{{電話番号_下4桁}},False,True
444bb360,0,5,03{{固定電話番号_上2桁}},False,True
444bb360,0,6,0000{{電話番号_中4桁}},False,True
444bb360,0,7,0000{{電話番号_下4桁}},False,True
44c3c086,0,0,testuid{{ID}},False,True
44c3c086,0,1,test@example.com{{メールアドレス}},False,True
450f1c35,1,0,テスト{{任意}},False,True
451c42ba,0,0,test@example.com{{メールアドレス}},False,True
